ranking,name,wealth,wealth_change,ranking_change,company,company_en,headquarters,industry,industry_en,relations,gender,age,birthday,nationality,birth_place,permanent_place,education,school,native_place,wealth_numeric,age_numeric,industry_clean,location_clean
754,黄泽兰、赖香英,70.0,0%,142,章源钨业,Zhangyuan Tungsten,江西赣州,钨矿,Tungsten Mining,夫妇,先生,69,1955-07-01,198,中国-江西-赣州,中国-江西-赣州,,,中国-江西-赣州,70.0,69,钨矿,江西赣州
754,姜雪飞、朱雪花,70.0,-18%,-48,崇达科技,Suntak,广东深圳,印刷电路板,Electronic Components,夫妇,先生,55,1969-12-01,198,中国-辽宁-大连,中国-广东-深圳,,,中国-辽宁-大连,70.0,55,印刷电路板,广东深圳
754,李国强,70.0,-44%,-283,中升控股,Zhongsheng,辽宁大连,汽车销售,Automobile Sales,未知,先生,60,1964-01-01,198,,中国-北京,,,,70.0,60,汽车销售,辽宁大连
754,李进、李麒麟,70.0,-19%,-50,李宁,Li-ning,北京,体育用品、投资,"Sporting Goods, Investments",父子,先生,54,1970-02-01,198,,中国-四川-成都,,,,70.0,54,体育用品、投资,北京
754,李振江,70.0,13%,245,神威,Shineway,河北石家庄,医药,Pharmaceuticals,家族,先生,67,1957-01-01,198,中国-河北-石家庄,中国-河北-石家庄,,,中国-河北,70.0,67,医药,河北石家庄
754,李志远、靖宇清,70.0,-7%,59,金盘科技,Jinpan Smart Technology,海南海口,变压器,Transformer,夫妇,先生,69,1955-01-01,198,中国-广西-南宁,中国-海南-海口,,,,70.0,69,变压器,海南海口
754,聂云宸,70.0,-18%,-48,喜茶,Heytea,广东深圳,餐饮,Food & Beverages,未知,先生,33,1991-01-01,198,,中国-广东-深圳,,,,70.0,33,餐饮,广东深圳
754,彭军,70.0,0%,142,小马智行,Pony.ai,广东广州,自动驾驶技术,Automatic Driving Technology,未知,先生,未知,1900-01-01,198,,美国,,,,70.0,0,自动驾驶技术,广东广州
754,乔玉华,70.0,4%,174,双欣,Shuangxin,内蒙古鄂尔多斯,煤炭、热电、化工,"Coal, Energy, Chemical",未知,先生,58,1966-10-01,198,中国-内蒙古-鄂尔多斯,中国-内蒙古-鄂尔多斯,,,中国-内蒙古-鄂尔多斯,70.0,58,煤炭、热电、化工,内蒙古鄂尔多斯
754,孙伟杰,70.0,0%,142,杰瑞石油,Jereh Oilfield,山东烟台,石油专用设备,Oil equipment,未知,先生,61,1963-07-01,198,中国-山东,中国-山东-烟台,,,中国-山东,70.0,61,石油专用设备,山东烟台
754,谭瑞清、张晓琳,70.0,-5%,105,龙佰,LB,河南焦作,钛白粉,Titanium Dioxide,夫妇,先生,58,1966-01-01,198,中国-河南,中国-河南-郑州,本科,,,70.0,58,钛白粉,河南焦作
754,唐晔,70.0,-7%,59,柏楚电子,Friendess,上海闵行,信息技术,Information technology ,未知,先生,43,1981-06-01,198,,中国-上海,硕士,南工大、上海交大,,70.0,43,信息技术,上海闵行
754,王锦华、宋英,70.0,-13%,1,金石资源,China Kings Resources Group,浙江杭州,矿产,Mining,夫妇,先生,61,1963-01-01,198,中国-浙江,中国-浙江-杭州,博士,,,70.0,61,矿产,浙江杭州
754,王敏文,70.0,-26%,-119,立昂微,Lion Microelectronics,浙江杭州,半导体,Semiconductors,未知,先生,61,1963-11-01,198,中国-浙江,中国-浙江-衢州,硕士,复旦,,70.0,61,半导体,浙江杭州
754,吴崇仪,70.0,-4%,107,至兴,Fine Blanking,台湾彰化,汽车零部件,Auto Components,未知,先生,65,1959-01-01,198,中国-台湾,中国-台湾-彰化,,,,70.0,65,汽车零部件,台湾彰化
754,徐冠巨,70.0,-18%,-48,传化,Chuanhua,浙江杭州,化工、农业、投资,"Chemical, agriculture, Investments",未知,先生,63,1961-01-01,198,中国-浙江-杭州,中国-浙江-杭州,硕士,浙江省委党校,,70.0,63,化工、农业、投资,浙江杭州
754,许志翰,70.0,-39%,-233,卓胜微,Guide Electrics,江苏无锡,电子器件制造,Electronic,未知,先生,52,1972-01-01,198,,中国-江苏-无锡,硕士,,,70.0,52,电子器件制造,江苏无锡
754,薛济萍,70.0,-7%,59,中天科技,ZTT,江苏南通,电缆,Cable,未知,先生,73,1951-01-01,198,中国-江苏-南通,中国-江苏-南通,,,中国-江苏-南通,70.0,73,电缆,江苏南通
754,姚其湧,70.0,0%,142,宏兆,Jumbo Sheen,广东深圳,投资,Investments,未知,先生,60,1964-01-01,198,,中国-广东-深圳,,,,70.0,60,投资,广东深圳
754,袁菁,70.0,0%,142,沐瞳科技,Moonton,上海,游戏,Game,未知,先生,44,1980-01-01,198,,中国-上海,,,,70.0,44,游戏,上海
754,张大中,70.0,-20%,-52,大中,Dazhong,北京,投资,Investments,未知,先生,76,1948-03-01,198,中国-北京,中国-北京,,,中国-北京,70.0,76,投资,北京
754,张晖,70.0,0%,142,满帮,Manbang Group,贵州贵阳,运输,Transportation,未知,先生,46,1978-01-01,198,中国-江苏,中国-江苏-南京,,,,70.0,46,运输,贵州贵阳
754,张利钿,70.0,8%,186,雅士利,Yashily,广东潮州,乳业,Dairy,家族,先生,60,1964-01-01,198,中国-广东-潮州,中国-广东-潮州,,,中国-广东-潮州,70.0,60,乳业,广东潮州
754,张跃、赖玉静,70.0,-22%,-85,远大,Broad,湖南长沙,环保建筑,"Air Conditioning, Environmental Construction",夫妇,先生,64,1960-01-01,198,中国-湖南-长沙,中国-湖南-长沙,,,中国-湖南,70.0,64,环保建筑,湖南长沙
754,周国辉,70.0,-7%,59,怡亚通,Eternal Asia,广东深圳,供应链,Logistics,未知,先生,59,1965-01-01,198,中国-广东-梅州,中国-广东-深圳,,,中国-广东-梅州,70.0,59,供应链,广东深圳
754,周骏,70.0,8%,186,景田,Ganten,广东深圳,饮料,Food & Beverages,未知,先生,未知,1900-01-01,198,,中国-广东-深圳,,,,70.0,0,饮料,广东深圳
754,庄奎龙,70.0,-18%,-48,新凤鸣,Xing Fengming Group,浙江嘉兴,化纤,Chemical fibres,家族,先生,62,1962-01-01,198,,中国-浙江-嘉兴,,,,70.0,62,化纤,浙江嘉兴
754,左宗申,70.0,27%,336,宗申,Zongshen,重庆,摩托车、房地产,"Motorcycles, real estate",家族,先生,71,1953-01-01,198,中国-重庆,中国-重庆,,,中国-上海,70.0,71,摩托车、房地产,重庆
792,AllanWarburg王沛德,68.0,13%,216,绫致时装,Bestseller China,北京,服装零售,Apparel Retail,未知,先生,58,1966-01-01,198,丹麦,中国-北京,,,,68.0,58,服装零售,北京
792,DanFriis丹飞,68.0,13%,216,绫致时装,Bestseller China,北京,服装零售,Apparel Retail,未知,先生,55,1969-01-01,198,,中国-北京,,,,68.0,55,服装零售,北京
792,丹宏,68.0,-7%,69,五得利,Wudeli,河北邯郸,面粉,Flour,家族,先生,未知,1900-01-01,198,,中国-河北-邯郸,,,,68.0,0,面粉,河北邯郸
792,傅明康,68.0,-32%,-207,日月股份,Riyue,浙江宁波,机械配件,Machinery Parts,家族,先生,61,1963-01-01,198,,中国-浙江-宁波,,,,68.0,61,机械配件,浙江宁波
792,邵建雄,68.0,-20%,-86,禾迈股份,Hoymiles,浙江杭州,光伏逆变器,Inverter,未知,先生,60,1964-01-01,198,中国-浙江,中国-浙江-杭州,,,,68.0,60,光伏逆变器,浙江杭州
792,伍超群,68.0,-20%,-86,千禾味业,Qianhe,四川眉山,食品,Food,未知,先生,55,1969-05-01,198,中国-四川-眉山,中国-四川-眉山,硕士,,中国-四川-眉山,68.0,55,食品,四川眉山
792,张德生,68.0,-7%,69,万马电线电缆,Wanma,浙江杭州,电缆、房地产、医药,"Cable, real estate, pharmaceuticals",家族,先生,75,1949-01-01,198,中国-浙江,中国-浙江-杭州,,,,68.0,75,电缆、房地产、医药,浙江杭州
799,康永来,67.0,NEW,New,天兵科技,Space Pioneer,江苏苏州,航天,Aerospace,未知,未知,未知,1900-01-01,198,,江苏苏州,,Y,河南南阳,67.0,0,航天,江苏苏州
799,柯桂华,67.0,-42%,-278,科博达,Keboda,上海浦东,汽车电子产品,Automotive electronics,未知,先生,59,1965-01-01,0,,中国-上海,,,,67.0,59,汽车电子产品,上海浦东
799,张华,67.0,-8%,62,福华,Fuhua,四川成都,农业、造纸、矿产,"Agriculture, Paper",未知,先生,未知,1900-01-01,198,,中国-四川-成都,,,,67.0,0,农业、造纸、矿产,四川成都
799,赵曰岭,67.0,5%,188,金岭,Jinlin,山东东营,化工,Chemicals,家族,先生,72,1952-01-01,198,中国-山东,中国-山东-东营,,,,67.0,72,化工,山东东营
803,丁锋,66.0,0%,127,星星充电,Star Charge,江苏常州,充电桩,New Energy,未知,先生,58,1966-01-01,198,,中国-江苏-常州,,,,66.0,58,充电桩,江苏常州
803,邵丹薇,66.0,0%,127,星星充电,Star Charge,江苏常州,充电桩,New Energy,未知,女士,42,1982-01-01,198,中国-江苏-常州,中国-江苏-常州,,,,66.0,42,充电桩,江苏常州
803,夏曙东,66.0,-18%,-48,千方科技,TransInfo,北京,智能交通,Intelligent Transportation Software,未知,先生,52,1972-10-01,198,中国-湖北-黄冈,中国-北京,博士,北大,,66.0,52,智能交通,北京
803,袁桂宝、袁晓曦,66.0,-18%,-48,鸿宝集团,Hongbao,河南郑州,房地产、园林,Real estate,父女,先生,未知,1900-01-01,198,,中国-河南-郑州,,,,66.0,0,房地产、园林,河南郑州
803,赵鹏,66.0,-20%,-55,BOSS直聘,Kanzhun,北京,招聘网站,Job Boards,未知,先生,54,1970-12-01,198,中国-山西-长治,中国-北京,,,中国-山西-长治,66.0,54,招聘网站,北京
808,包松安,65.0,-17%,0,亿联投资,Yilian,天津,房地产、投资,"Real Estate, Investments",未知,先生,未知,1900-01-01,198,中国-浙江-温州,中国-天津,,,中国-浙江-温州,65.0,0,房地产、投资,天津
808,曹骥、曹政,65.0,-41%,-272,杭可科技,Hangke Technology,浙江杭州,锂电池,Battery technology,父子,先生,72,1952-01-01,198,中国-浙江,中国-浙江-杭州,,,,65.0,72,锂电池,浙江杭州
808,陈邦栋,65.0,30%,371,思源电气,Sieyuan,上海闵行,输配电设备,Electronic equipment,未知,先生,54,1970-01-01,198,,中国-上海,,,,65.0,54,输配电设备,上海闵行
808,陈保华,65.0,0%,132,华海药业,Huahai Pharmaceutical,浙江台州,医药,Pharmaceuticals,未知,先生,62,1962-01-01,198,中国-浙江-台州,中国-浙江-台州,本科,,,65.0,62,医药,浙江台州
808,陈竞宏,65.0,NEW,New,华达科技,Huada,江苏泰州,汽车零部件,Auto Components,家族,先生,78,1946-01-01,198,,中国-江苏-泰州,,,,65.0,78,汽车零部件,江苏泰州
808,程涌、贺波,65.0,-13%,5,奥士康,Aoshikang,广东深圳,高密度印制电路板,Electronic Components,夫妇,先生,50,1974-04-01,198,中国-湖南-沅江,中国-广东-深圳,,,中国-湖南-沅江,65.0,50,高密度印制电路板,广东深圳
808,邓耀升,65.0,0%,132,升域,Stan Group,香港,房地产,Estate Holding,未知,先生,38,1986-01-01,198,中国-香港,中国-香港,,,中国-香港,65.0,38,房地产,香港
808,丁永强,65.0,-28%,-139,古瑞瓦特,Growatt Technology,广东深圳,光伏设备,New energy,未知,先生,44,1980-01-01,198,中国-湖北-随州,中国-广东-深圳,,,,65.0,44,光伏设备,广东深圳
808,董清世、施丹红,65.0,-24%,-102,信义,Xinyi Glass,香港,玻璃,Glass,夫妇,先生,58,1966-01-01,198,,中国-香港,,,,65.0,58,玻璃,香港
808,何中林,65.0,-13%,5,融通,RT-Hitech,湖北黄石,锂电池材料,Green Energy,未知,先生,56,1968-01-01,198,,中国-黄石,,,,65.0,56,锂电池材料,湖北黄石
808,李朝旺,65.0,18%,282,维达国际,Vinda Paper,香港,生活卫生产品,Hygiene Products,未知,先生,66,1958-01-01,198,中国-广东-江门,中国-香港,硕士,广东广播电视,中国-广东-江门,65.0,66,生活卫生产品,香港
808,李海周、谢燕玲,65.0,-24%,-102,兆威机电,Zhaowei Machinery & Electronic,广东深圳,电气设备,Electrical Equipment,夫妇,先生,54,1970-01-01,198,中国-广东-梅州,中国-广东-深圳,,,,65.0,54,电气设备,广东深圳
808,李强,65.0,-7%,88,百雀羚,Pechion,上海,化妆品,Cosmetic,未知,先生,未知,1900-01-01,0,,中国-上海,,,,65.0,0,化妆品,上海
808,李思廉,65.0,-7%,88,富力地产,R & F,广东广州,投资、房地产,"Investments, Real Estate",未知,先生,67,1957-01-01,198,中国-香港,中国-广东-广州,硕士,香港中文大学、波士顿大学,,65.0,67,投资、房地产,广东广州
808,李小勤、徐梅钧,65.0,NEW,New,匠心家居,Motomotion,江苏常州,家具,Furnishing,夫妇,先生,53,1971-03-26,198,中国-浙江-杭州,中国-江苏-常州,,,中国-浙江-杭州,65.0,53,家具,江苏常州
808,李新炎、倪银英,65.0,0%,132,中国龙工,Lonking,上海松江,重型工程用车,Heavy construction vehicles,夫妇,先生,73,1951-11-01,198,中国-福建-泉州,中国-上海,,,中国-福建-泉州,65.0,73,重型工程用车,上海松江
808,励建立,65.0,-35%,-223,科达利,Kedali,广东深圳,锂电池结构件,Industrial Machinery,未知,先生,52,1972-09-01,198,,中国-广东-深圳,,,,65.0,52,锂电池结构件,广东深圳
808,廖杰远,65.0,0%,132,微医,WeDoctor,浙江杭州,医疗服务,Health Service,未知,先生,未知,1900-01-01,198,,中国-浙江-杭州,,,,65.0,0,医疗服务,浙江杭州
808,刘明辉,65.0,-7%,88,中国燃气,China Gas,香港,能源,Energy,未知,先生,61,1963-01-01,198,中国-香港,中国-香港,,,,65.0,61,能源,香港
808,刘庆峰,65.0,-33%,-176,科大讯飞,Iflytek,安徽合肥,软件和信息技术服务业,Software and information technology services,未知,先生,51,1973-02-01,198,中国-安徽-宣城,中国-安徽-合肥,博士,中科大,,65.0,51,软件和信息技术服务业,安徽合肥
808,刘先兵,65.0,NEW,New,珂玛科技,Kema Tech,江苏苏州,陶瓷材料,Manufacturing,未知,未知,未知,1900-01-01,198,,江苏苏州,博士,美国康州大学,,65.0,0,陶瓷材料,江苏苏州
808,刘修才,65.0,-35%,-223,凯赛生物,Cathay,上海浦东,生物材料,Biomedicine,家族,先生,67,1957-03-01,198,,中国-上海,,,,65.0,67,生物材料,上海浦东
808,陆永华、毛彩虹,65.0,-7%,88,林洋能源,Linyang Electronics,江苏南通,太阳能,Green Energy,夫妇,先生,61,1963-07-01,198,中国-江苏-南通,中国-江苏-南通,,,中国-江苏-南通,65.0,61,太阳能,江苏南通
808,罗康瑞,65.0,-11%,53,瑞安,Shui On,香港,房地产,Estate Holding,家族,先生,76,1948-01-01,198,中国-香港,中国-香港,,,中国-香港,65.0,76,房地产,香港
808,吕培榕,65.0,-11%,53,大帝,Dadi,福建泉州,投资、房地产、服装,"Apparel, Investments, Real Estate",未知,先生,65,1959-01-01,198,中国-福建-泉州,中国-福建-泉州,,,,65.0,65,投资、房地产、服装,福建泉州
808,明再远,65.0,18%,282,新天然气,Xintai Gas,新疆乌鲁木齐,天然气,Natural Gas,未知,先生,61,1963-10-01,198,中国-四川-德阳,中国-四川-德阳,,,中国-四川-德阳,65.0,61,天然气,新疆乌鲁木齐
808,欧亚平,65.0,0%,132,百仕达,Sinolink Worldwide,香港,天然气、房地产,"Natural Gas, Real Estate",未知,先生,62,1962-01-01,198,中国-湖南-长沙,中国-香港,本科,北京理工,,65.0,62,天然气、房地产,香港
808,邱建林,65.0,-11%,53,恒逸,Hengyi,浙江杭州,化纤,Chemical fibres,未知,先生,61,1963-01-01,198,中国-浙江,中国-浙江-杭州,硕士,,,65.0,61,化纤,浙江杭州
808,邱敏秀,65.0,-55%,-420,晶盛机电,Jingsheng Mechanical & Electrical Co,浙江绍兴,机电设备,Equipment manufacturing,家族,先生,79,1945-01-01,198,,中国-浙江-绍兴,博士,,,65.0,79,机电设备,浙江绍兴
808,邱祥娟,65.0,-11%,53,恒逸,Hengyi,浙江杭州,化纤,Chemical fibres,未知,先生,未知,1900-01-01,198,中国-浙江,中国-浙江-杭州,,,,65.0,0,化纤,浙江杭州
808,邱奕博,65.0,-11%,53,恒逸,Hengyi,浙江杭州,化纤,Chemical fibres,未知,先生,37,1987-12-01,198,中国-浙江,中国-浙江-杭州,,,,65.0,37,化纤,浙江杭州
808,裘国根、骆奕,65.0,-7%,88,重阳投资,Chongyang,上海浦东,投资,Investments,夫妇,先生,55,1969-04-01,198,中国-浙江-绍兴,中国-上海,本科,人大,中国-浙江-绍兴,65.0,55,投资,上海浦东
808,孙毅,65.0,-24%,-102,浙富控股,Zhefu Holding,浙江杭州,清洁能源装备,Hydropower equipment,未知,先生,57,1967-01-01,198,中国-浙江,中国-浙江-杭州,硕士,,,65.0,57,清洁能源装备,浙江杭州
808,王建沂,65.0,-63%,-495,富通,Futong,浙江杭州,光纤光缆,Fiber optic cable,未知,先生,61,1963-01-01,198,中国-浙江,中国-浙江-杭州,,,,65.0,61,光纤光缆,浙江杭州
808,王文城,65.0,-7%,88,大中,Dazhong,广东东莞,石材、房地产,"Stone, Real Estate",家族,先生,未知,1900-01-01,198,中国-广东,中国-广东-东莞,,,中国-广东,65.0,0,石材、房地产,广东东莞
808,温纯青、温瀚东,65.0,8%,200,大百汇,Da Baihui,广东深圳,烟草、房地产、白酒,"Tobacco, Real Estate, Liquor",父子,先生,53,1971-12-01,198,中国-广东-梅州,中国-广东-深圳,,,中国-广东-梅州,65.0,53,烟草、房地产、白酒,广东深圳
808,吴波,65.0,-38%,-243,埃斯顿,Estun,江苏南京,机械装备制造,Manufacturing,家族,先生,70,1954-05-01,198,中国-江苏-南京,中国-江苏-南京,硕士,,中国-江苏-南京,65.0,70,机械装备制造,江苏南京
808,吴昕阳,65.0,-11%,53,新光三越,SKM,台湾台北,房地产,Real Estate,家族,先生,未知,1900-01-01,198,中国-台湾-台北,中国-台湾-台北,,,中国-台湾-新竹,65.0,0,房地产,台湾台北
808,熊小川,65.0,-13%,5,美好创亿,Mehow Innovative,广东深圳,医疗机械,Medical Devices,未知,先生,58,1966-01-01,198,,中国-深圳,,,,65.0,58,医疗机械,广东深圳
808,徐旭东、徐若桐,65.0,-55%,-420,旭升汽车技术,XuSheng Auto Technology,浙江宁波,汽车零部件,Automobile parts,父女,先生,54,1970-01-01,198,,中国-浙江-宁波,,,,65.0,54,汽车零部件,浙江宁波
808,姚俊良,65.0,-13%,5,美锦能源,Meijing Energy,山西太原,煤炭,Coal,未知,先生,71,1953-01-01,198,,中国-山西-太原,,,,65.0,71,煤炭,山西太原
808,詹国海,65.0,18%,282,鑫海控股,Xinhai,河北沧州,石油化工,Chemical,未知,先生,56,1968-05-01,198,,中国-河北-沧州,,,,65.0,56,石油化工,河北沧州
808,张波,65.0,-11%,53,美团,Meituan,北京,生活服务,Life Service,未知,先生,未知,1900-01-01,198,,中国-上海,,,,65.0,0,生活服务,北京
808,张近东,65.0,-28%,-139,苏宁,Suning,江苏南京,零售、房地产,"Retail, real estate",未知,先生,61,1963-03-01,198,中国-江苏-南京,中国-江苏-南京,本科,南京师范,中国-安徽,65.0,61,零售、房地产,江苏南京
808,张思民、王劲松,65.0,-13%,5,海王,Neptunus,广东深圳,医药、房地产,Pharmaceuticals,夫妇,先生,62,1962-01-01,198,中国-吉林-长春,中国-广东-深圳,本科,哈工大,,65.0,62,医药、房地产,广东深圳
808,张轩松,65.0,-19%,-53,永辉,Yonghui Superstores,福建福州,超市零售,Supermarket retailing,未知,先生,53,1971-01-01,198,中国-福建-福州,中国-福建-福州,,,,65.0,53,超市零售,福建福州
808,折生阳,65.0,-38%,-243,铂力特,Xi'An Bright,陕西西安,金属增材制造,Additive Manufacturing,未知,先生,69,1955-08-01,198,中国-陕西-西安,中国-陕西-西安,,,,65.0,69,金属增材制造,陕西西安
808,钟志平,65.0,30%,371,创科实业,TTI,香港,消费品,Consumer Goods,未知,先生,71,1953-01-01,198,中国-澳门,中国-香港,,,,65.0,71,消费品,香港
808,周伟建,65.0,-13%,5,美涂士,Maydos,广东广州,墙面保护装饰,Building Materials,未知,先生,未知,1900-01-01,198,,中国-广东-广州,,,,65.0,0,墙面保护装饰,广东广州
808,朱敏、徐郁清,65.0,-11%,53,赛伯乐,Cybernaut,浙江杭州,投资,Investments,夫妇,先生,76,1948-01-01,198,中国-浙江-宁波,中国-浙江-杭州,硕士,浙江农业、浙大,,65.0,76,投资,浙江杭州
808,宗艳民,65.0,-13%,5,天岳先进,Sicc,山东济南,半导体材料,Semiconductors,未知,先生,60,1964-01-01,198,,中国-山东-济南,,,,65.0,60,半导体材料,山东济南
859,褚健,63.0,-21%,-104,中控技术,Supcon Technology,浙江杭州,软件系统,SaaS,未知,先生,61,1963-04-01,198,,中国-浙江-杭州,,,,63.0,61,软件系统,浙江杭州
859,樊铮,63.0,-50%,-388,理想汽车,Li Auto,北京,新能源汽车,E-cars,未知,先生,45,1979-01-01,198,中国-上海,中国-北京,,,,63.0,45,新能源汽车,北京
859,黄关林,63.0,-16%,-46,申洲针织,Shenzhou,浙江宁波,纺织、服装,"Textiles, apparel",未知,先生,58,1966-01-01,198,中国-浙江,中国-浙江-宁波,本科,浙江工业,,63.0,58,纺织、服装,浙江宁波
859,石毅峰,63.0,-50%,-388,爱美客,Imeik,北京,生物制药,Biotechnology,未知,先生,50,1974-01-01,198,中国-山西-晋中,中国-北京,,,中国-山西-晋中,63.0,50,生物制药,北京
859,王斌,63.0,-19%,-51,书亦餐饮,Shuyi,四川成都,餐饮连锁,Food & Beverages,未知,先生,38,1986-01-01,198,中国-湖南,中国-四川-成都,,,,63.0,38,餐饮连锁,四川成都
864,程先锋,62.0,-17%,-51,亿帆鑫富,Yifan Xinfu Pharmaceutical,浙江杭州,医药,Pharmaceuticals,未知,先生,56,1968-12-01,198,,中国-浙江-杭州,硕士,,,62.0,56,医药,浙江杭州
864,戴珊,62.0,-5%,76,阿里系,Alibaba,浙江杭州,电子商务、金融科技,"E-commerce, fintech",未知,先生,48,1976-01-01,198,,中国-浙江-杭州,本科,杭州电子科技,,62.0,48,电子商务、金融科技,浙江杭州
864,石克荣,62.0,-15%,-3,汇福,Hopefull,河北廊坊,食品,Food,未知,先生,67,1957-09-01,198,中国-河北-廊坊,中国-河北-三河,,,中国-北京,62.0,67,食品,河北廊坊
864,寿柏年,62.0,-2%,127,绿城服务,Greentown,浙江杭州,物业管理,Real estate,未知,先生,62,1962-01-01,198,中国-浙江-绍兴,中国-浙江-杭州,本科,浙大,,62.0,62,物业管理,浙江杭州
864,吴泳铭,62.0,-5%,76,阿里系,Alibaba,浙江杭州,电子商务、金融科技,"E-commerce, fintech",未知,先生,49,1975-01-01,198,,中国-浙江-杭州,,,,62.0,49,电子商务、金融科技,浙江杭州
864,赵彤彤,62.0,-23%,-109,华住,Home Inn,上海闵行,连锁酒店,Hotel chain ,未知,先生,未知,1900-01-01,198,,中国-上海,,,,62.0,0,连锁酒店,上海闵行
870,贾国龙,61.0,2%,138,西贝,Xibei,北京,餐饮,Restaurants,未知,先生,57,1967-01-01,198,中国-内蒙古-巴彦淖尔,中国-北京,本科,大连水产学院,中国-内蒙古-巴彦淖尔,61.0,57,餐饮,北京
870,姜龙,61.0,NEW,New,歌尔股份,GoerTek,山东潍坊,声学及多媒体产品,Electronic Components,未知,先生,50,1974-01-01,198,,中国-山东-潍坊,,,,61.0,50,声学及多媒体产品,山东潍坊
870,徐观宝,61.0,-19%,-57,传化,Chuanhua,浙江杭州,化工、农业、投资,"Chemical, agriculture, Investments",未知,先生,67,1957-01-01,198,中国-浙江-杭州,中国-浙江-杭州,,,,61.0,67,化工、农业、投资,浙江杭州
870,尤金焕,61.0,2%,138,华峰,Huafeng ,浙江温州,化工、铝业、投资,"Chemical, aluminum, Investments",未知,先生,未知,1900-01-01,198,,中国-浙江-温州,,,,61.0,0,化工、铝业、投资,浙江温州
870,赵凯,61.0,-10%,54,成都环球世纪,Chengdu International Exhibition & Convention Center,四川成都,投资、房地产,"Investments, Real Estate",未知,先生,未知,1900-01-01,198,,中国-四川-成都,,,,61.0,0,投资、房地产,四川成都
875,蔡开云,60.0,-25%,-120,稻花香,Hubei Daohuaxiang,湖北宜昌,白酒,Liquor,未知,先生,52,1972-01-01,198,,中国-湖北-宜昌,,,,60.0,52,白酒,湖北宜昌
875,陈睿,60.0,0%,133,哔哩哔哩,Bilibili,上海杨浦,视频弹幕网站,Video barrage,未知,先生,46,1978-01-01,198,中国-四川-成都,中国-上海,本科,成都信息工程大学,中国-四川-成都,60.0,46,视频弹幕网站,上海杨浦
875,杜伟民,60.0,-37%,-240,康泰生物,Biokangtai,广东深圳,生物医药,Biotech,未知,先生,61,1963-12-01,198,中国-江西-南昌,中国-广东-深圳,,,中国-江西-南昌,60.0,61,生物医药,广东深圳
875,辜侯天仪,60.0,-8%,65,台泥,Koos Group,台湾台北,水泥,Cement,家族,先生,未知,1900-01-01,198,,中国-台湾-台北,,,,60.0,0,水泥,台湾台北
875,胡鹍辉,60.0,20%,304,亚辉龙,YHLO,广东深圳,生物科技,Biotech,未知,先生,33,1991-01-01,198,中国-广东-深圳,中国-广东-深圳,,,,60.0,33,生物科技,广东深圳
875,黄金祥、赵启荣,60.0,-33%,-174,安徽广信,Anhui Guangxin,安徽宣城,农药化肥、房地产,"Fertilizer, real estate",夫妇,先生,59,1965-01-01,198,中国-安徽-宣城,中国-安徽-宣城,,,,60.0,59,农药化肥、房地产,安徽宣城
875,金鑫,60.0,-14%,21,大金重工,Dajin Heavy Industry,辽宁阜新,钢结构产品,Steel Products,未知,先生,57,1967-01-01,198,,中国-辽宁-阜新,,,,60.0,57,钢结构产品,辽宁阜新
875,柯利明,60.0,NEW,New,中国儒意,China Ruyi,香港,娱乐,Entertainment,未知,未知,未知,1900-01-01,198,,北京,硕士,澳大利亚格里菲斯大学,,60.0,0,娱乐,香港
875,赖国贵,60.0,-3%,124,春风控股集团,Cfmoto,浙江杭州,摩托车,Motorcycles,家族,先生,60,1964-01-01,198,,中国-浙江-杭州,,,,60.0,60,摩托车,浙江杭州
875,李杰,60.0,-45%,-339,极兔速递,J&T Global Express,印度尼西亚雅加达,物流快递,Logistics,未知,先生,49,1975-01-01,198,中国-四川,印度尼西亚-雅加达,,,中国-四川,60.0,49,物流快递,印度尼西亚雅加达
875,李凯莉,60.0,13%,272,龙岩,Lungyen,台湾新北,殡葬服务,Life Services,家族,女士,未知,1900-01-01,198,,中国-台湾-新北,,,,60.0,0,殡葬服务,台湾新北
875,李平,60.0,-20%,-62,天高,Teamgo,广东广州,矿业开发、冶金贸易,"Mining, Metallurgy",未知,先生,60,1964-03-01,198,中国-江西-赣州,中国-广东-广州,硕士,合肥工业,中国-江西-赣州,60.0,60,矿业开发、冶金贸易,广东广州
875,李咏怡,60.0,0%,133,粤丰环保,Canvestt,广东东莞,环保,Environmental Protection,家族,女士,未知,1900-01-01,198,,中国-广东-东莞,,,,60.0,0,环保,广东东莞
875,梁桐灿,60.0,-20%,-62,宏宇,Hongyu,广东佛山,建筑陶瓷,Ceramics,未知,先生,未知,1900-01-01,198,中国-广东-佛山,中国-广东-佛山,,,中国-广东-佛山,60.0,0,建筑陶瓷,广东佛山
875,刘宝林,60.0,-20%,-62,九州通,Jointown,湖北武汉,医药流通,Pharmaceutical distribution,未知,先生,71,1953-01-01,198,中国-湖北-孝感,中国-湖北-武汉,,,,60.0,71,医药流通,湖北武汉
875,楼天城,60.0,0%,133,小马智行,Pony.ai,广东广州,自动驾驶技术,Automatic Driving Technology,未知,先生,未知,1900-01-01,198,,美国,,,,60.0,0,自动驾驶技术,广东广州
875,鲁楚平、彭惠,60.0,-8%,65,大洋电机,Broad-Ocean Motor,广东中山,工业电机,Electrical Equipment,夫妇,先生,59,1965-01-01,198,中国-湖北-孝感,中国-广东-中山,本科,华南理工,中国-湖北-孝感,60.0,59,工业电机,广东中山
