期号,开奖时间,前区号码,后区号码,有序前区号码,有序后区号码,销售额,奖池金额,开奖星期,中奖详情,顺序
25016,2025-02-17,05 07 12 20 29,08 12,05 29 07 20 12,12 08,288272949,1212239218.29,星期一,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '12', 'awardMoney': '6900770', 'totalMoney': '82809240'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '10', 'awardMoney': '5520616', 'totalMoney': '55206160'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '157', 'awardMoney': '87391', 'totalMoney': '13720387'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '43', 'awardMoney': '69912', 'totalMoney': '3006216'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '319', 'awardMoney': '10000', 'totalMoney': '3190000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '837', 'awardMoney': '3000', 'totalMoney': '2511000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '20044', 'awardMoney': '300', 'totalMoney': '6013200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '21014', 'awardMoney': '200', 'totalMoney': '4202800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '47553', 'awardMoney': '100', 'totalMoney': '4755300'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '690174', 'awardMoney': '15', 'totalMoney': '10352610'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '6839603', 'awardMoney': '5', 'totalMoney': '34198015'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",43
25015,2025-02-15,07 10 24 31 35,01 08,24 31 07 10 35,08 01,314676590,1290950588.69,星期六,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '4', 'awardMoney': '10000000', 'totalMoney': '40000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '2', 'awardMoney': '8000000', 'totalMoney': '16000000'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '84', 'awardMoney': '178523', 'totalMoney': '14995932'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '31', 'awardMoney': '142818', 'totalMoney': '4427358'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '131', 'awardMoney': '10000', 'totalMoney': '1310000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '674', 'awardMoney': '3000', 'totalMoney': '2022000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '14697', 'awardMoney': '300', 'totalMoney': '4409100'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '24067', 'awardMoney': '200', 'totalMoney': '4813400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '34401', 'awardMoney': '100', 'totalMoney': '3440100'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '724120', 'awardMoney': '15', 'totalMoney': '10861800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '7809444', 'awardMoney': '5', 'totalMoney': '39047220'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",42
25014,2025-02-12,05 19 22 29 35,02 10,29 05 19 22 35,10 02,289867311,1278086019.59,星期三,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '4', 'awardMoney': '10000000', 'totalMoney': '40000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '128', 'awardMoney': '106474', 'totalMoney': '13628672'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '31', 'awardMoney': '85179', 'totalMoney': '2640549'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '232', 'awardMoney': '10000', 'totalMoney': '2320000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '764', 'awardMoney': '3000', 'totalMoney': '2292000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '21668', 'awardMoney': '300', 'totalMoney': '6500400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '20209', 'awardMoney': '200', 'totalMoney': '4041800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '41964', 'awardMoney': '100', 'totalMoney': '4196400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '760579', 'awardMoney': '15', 'totalMoney': '11408685'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '7464901', 'awardMoney': '5', 'totalMoney': '37324505'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",41
25013,2025-02-10,14 16 18 20 35,02 05,14 20 18 35 16,02 05,289136668,1260404089.53,星期一,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '5', 'awardMoney': '10000000', 'totalMoney': '50000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '81', 'awardMoney': '201895', 'totalMoney': '16353495'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '21', 'awardMoney': '161516', 'totalMoney': '3391836'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '151', 'awardMoney': '10000', 'totalMoney': '1510000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '491', 'awardMoney': '3000', 'totalMoney': '1473000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '11596', 'awardMoney': '300', 'totalMoney': '3478800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '15918', 'awardMoney': '200', 'totalMoney': '3183600'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '27237', 'awardMoney': '100', 'totalMoney': '2723700'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '543355', 'awardMoney': '15', 'totalMoney': '8150325'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '6281157', 'awardMoney': '5', 'totalMoney': '31405785'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",40
25012,2025-02-08,02 18 19 21 25,02 11,25 02 21 19 18,02 11,358739098,1240397718.82,星期六,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '2', 'awardMoney': '10000000', 'totalMoney': '20000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '97', 'awardMoney': '183282', 'totalMoney': '17778354'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '27', 'awardMoney': '146625', 'totalMoney': '3958875'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '209', 'awardMoney': '10000', 'totalMoney': '2090000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '859', 'awardMoney': '3000', 'totalMoney': '2577000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '17699', 'awardMoney': '300', 'totalMoney': '5309700'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '26578', 'awardMoney': '200', 'totalMoney': '5315600'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '42005', 'awardMoney': '100', 'totalMoney': '4200500'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '852224', 'awardMoney': '15', 'totalMoney': '12783360'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8940026', 'awardMoney': '5', 'totalMoney': '44700130'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",39
25011,2025-01-25,03 06 07 11 27,02 08,07 11 06 27 03,02 08,373437138,1183329141.76,星期六,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '5', 'awardMoney': '9667253', 'totalMoney': '48336265'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '1', 'awardMoney': '7733802', 'totalMoney': '7733802'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '163', 'awardMoney': '65086', 'totalMoney': '10609018'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '25', 'awardMoney': '52068', 'totalMoney': '1301700'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '382', 'awardMoney': '10000', 'totalMoney': '3820000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '2039', 'awardMoney': '3000', 'totalMoney': '6117000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '30164', 'awardMoney': '300', 'totalMoney': '9049200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '69882', 'awardMoney': '200', 'totalMoney': '13976400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '56362', 'awardMoney': '100', 'totalMoney': '5636200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '1555109', 'awardMoney': '15', 'totalMoney': '23326635'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '13383724', 'awardMoney': '5', 'totalMoney': '66918620'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",38
25010,2025-01-22,05 21 28 30 32,07 12,32 28 21 05 30,07 12,314170042,1197169901.83,星期三,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '6', 'awardMoney': '10000000', 'totalMoney': '60000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '2', 'awardMoney': '8000000', 'totalMoney': '16000000'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '86', 'awardMoney': '171799', 'totalMoney': '14774714'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '27', 'awardMoney': '137439', 'totalMoney': '3710853'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '192', 'awardMoney': '10000', 'totalMoney': '1920000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '756', 'awardMoney': '3000', 'totalMoney': '2268000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '15941', 'awardMoney': '300', 'totalMoney': '4782300'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '25960', 'awardMoney': '200', 'totalMoney': '5192000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '31418', 'awardMoney': '100', 'totalMoney': '3141800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '781725', 'awardMoney': '15', 'totalMoney': '11725875'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8177602', 'awardMoney': '5', 'totalMoney': '40888010'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",37
25009,2025-01-20,03 19 21 30 32,06 09,21 30 03 32 19,06 09,308814993,1207630140.08,星期一,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '5', 'awardMoney': '10000000', 'totalMoney': '50000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '1', 'awardMoney': '8000000', 'totalMoney': '8000000'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '126', 'awardMoney': '108815', 'totalMoney': '13710690'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '26', 'awardMoney': '87052', 'totalMoney': '2263352'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '264', 'awardMoney': '10000', 'totalMoney': '2640000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '929', 'awardMoney': '3000', 'totalMoney': '2787000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '19868', 'awardMoney': '300', 'totalMoney': '5960400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '30780', 'awardMoney': '200', 'totalMoney': '6156000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '45010', 'awardMoney': '100', 'totalMoney': '4501000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '881180', 'awardMoney': '15', 'totalMoney': '13217700'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8689549', 'awardMoney': '5', 'totalMoney': '43447745'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",36
25008,2025-01-18,01 05 07 13 35,05 12,07 13 01 35 05,05 12,336989378,1208994728.86,星期六,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '7', 'awardMoney': '10000000', 'totalMoney': '70000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '132', 'awardMoney': '94439', 'totalMoney': '12465948'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '50', 'awardMoney': '75551', 'totalMoney': '3777550'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '279', 'awardMoney': '10000', 'totalMoney': '2790000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1241', 'awardMoney': '3000', 'totalMoney': '3723000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '21921', 'awardMoney': '300', 'totalMoney': '6576300'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '36856', 'awardMoney': '200', 'totalMoney': '7371200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '44702', 'awardMoney': '100', 'totalMoney': '4470200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '1026856', 'awardMoney': '15', 'totalMoney': '15402840'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '10191393', 'awardMoney': '5', 'totalMoney': '50956965'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",35
25007,2025-01-15,15 22 23 25 31,01 09,15 22 31 23 25,01 09,311942681,1221403982.49,星期三,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '1', 'awardMoney': '10000000', 'totalMoney': '10000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '70', 'awardMoney': '271022', 'totalMoney': '18971540'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '9', 'awardMoney': '216817', 'totalMoney': '1951353'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '176', 'awardMoney': '10000', 'totalMoney': '1760000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '526', 'awardMoney': '3000', 'totalMoney': '1578000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '13832', 'awardMoney': '300', 'totalMoney': '4149600'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '17674', 'awardMoney': '200', 'totalMoney': '3534800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '32327', 'awardMoney': '100', 'totalMoney': '3232700'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '617156', 'awardMoney': '15', 'totalMoney': '9257340'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '6847045', 'awardMoney': '5', 'totalMoney': '34235225'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",34
25006,2025-01-13,03 04 13 19 35,03 10,03 35 04 13 19,10 03,315397229,1157222668.51,星期一,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '4', 'awardMoney': '10000000', 'totalMoney': '40000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '104', 'awardMoney': '141473', 'totalMoney': '14713192'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '25', 'awardMoney': '113178', 'totalMoney': '2829450'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '182', 'awardMoney': '10000', 'totalMoney': '1820000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '755', 'awardMoney': '3000', 'totalMoney': '2265000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '16680', 'awardMoney': '300', 'totalMoney': '5004000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '27568', 'awardMoney': '200', 'totalMoney': '5513600'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '36783', 'awardMoney': '100', 'totalMoney': '3678300'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '840142', 'awardMoney': '15', 'totalMoney': '12602130'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8784428', 'awardMoney': '5', 'totalMoney': '43922140'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",33
